piece,_similarity
IMG_001_1_1_1_int.jpg,10.746592
IMG_001_1_1_2_int.jpg,0.0
IMG_001_1_1_3_out.jpg,11.031468
IMG_001_1_1_4_int.jpg,10.874504
IMG_001_1_2_1_out.jpg,11.044648
IMG_001_1_2_2_int.jpg,10.95544
IMG_001_1_2_3_out.jpg,11.595744
IMG_001_1_2_4_int.jpg,10.041928
IMG_001_1_3_1_out.jpg,10.018912
IMG_001_1_3_2_int.jpg,10.83566
IMG_001_1_3_3_out.jpg,11.015396
IMG_001_1_3_4_int.jpg,11.130148
IMG_001_1_4_2_int.jpg,10.527708
IMG_001_1_4_3_out.jpg,10.616816
IMG_001_1_4_4_int.jpg,11.12328
IMG_001_1_5_1_out.jpg,10.668576
IMG_001_1_5_2_int.jpg,10.968184
IMG_001_1_5_3_out.jpg,11.441164
IMG_001_1_5_4_int.jpg,10.313528
IMG_001_1_6_1_int.jpg,10.280184
IMG_001_1_6_2_out.jpg,10.76032
IMG_001_1_6_3_int.jpg,11.415584
IMG_001_1_6_4_out.jpg,10.240728
IMG_001_1_7_1_int.jpg,9.021244
IMG_001_1_7_2_out.jpg,10.197056
IMG_001_1_7_3_int.jpg,10.404708
IMG_001_1_7_4_out.jpg,10.96956
IMG_001_2_1_1_out.jpg,10.668712
IMG_001_2_1_2_int.jpg,10.662712
IMG_001_2_1_3_out.jpg,10.856276
IMG_001_2_1_4_int.jpg,11.301976
IMG_001_2_2_1_out.jpg,11.201496
IMG_001_2_2_2_int.jpg,11.232568
IMG_001_2_2_3_out.jpg,10.575452
IMG_001_2_2_4_int.jpg,10.253816
IMG_001_2_3_1_int.jpg,11.117332
IMG_001_2_3_2_out.jpg,10.670904
IMG_001_2_3_3_int.jpg,10.994536
IMG_001_2_3_4_out.jpg,11.249708
IMG_001_2_4_1_out.jpg,10.094044
IMG_001_2_4_2_int.jpg,10.799224
IMG_001_2_4_3_out.jpg,11.301
IMG_001_2_4_4_int.jpg,9.736892
IMG_001_2_5_1_out.jpg,10.238896
IMG_001_2_5_2_int.jpg,10.614096
IMG_001_2_5_3_out.jpg,10.918976
IMG_001_2_5_4_int.jpg,11.274336
IMG_001_2_6_1_out.jpg,10.36686
IMG_001_2_6_2_int.jpg,10.334732
IMG_001_2_6_3_out.jpg,11.285412
IMG_001_2_6_4_int.jpg,9.95942
IMG_001_2_7_1_int.jpg,10.636568
IMG_001_2_7_2_out.jpg,10.988612
IMG_001_2_7_3_int.jpg,11.4306
IMG_001_2_7_4_int.jpg,10.900328
IMG_001_3_1_1_out.jpg,10.34426
IMG_001_3_1_2_int.jpg,10.779472
IMG_001_3_1_3_out.jpg,11.083616
IMG_001_3_1_4_int.jpg,11.497192
IMG_001_3_2_1_out.jpg,10.536348
IMG_001_3_2_2_int.jpg,10.471416
IMG_001_3_2_3_out.jpg,11.222412
IMG_001_3_2_4_int.jpg,10.15006
IMG_001_3_3_1_int.jpg,10.425932
IMG_001_3_3_2_out.jpg,10.86534
IMG_001_3_3_3_int.jpg,11.602856
IMG_001_3_3_4_out.jpg,10.542092
IMG_001_3_4_1_out.jpg,10.69326
IMG_001_3_4_2_int.jpg,10.529184
IMG_001_3_4_3_out.jpg,10.8855
IMG_001_3_4_4_int.jpg,10.887976
IMG_001_3_5_1_int.jpg,10.751748
IMG_001_3_5_2_out.jpg,10.8012
IMG_001_3_5_3_int.jpg,11.238904
IMG_001_3_5_4_out.jpg,10.380836
IMG_001_3_6_1_int.jpg,9.587432
IMG_001_3_6_2_out.jpg,10.388432
IMG_001_3_6_3_int.jpg,10.77012
IMG_001_3_6_4_out.jpg,11.147136
IMG_001_3_7_1_int.jpg,10.928452
IMG_001_3_7_2_out.jpg,10.956684
IMG_001_3_7_3_int.jpg,11.192048
IMG_001_3_7_4_out.jpg,9.197068
IMG_001_4_1_1_int.jpg,10.730828
IMG_001_4_1_2_out.jpg,10.895796
IMG_001_4_1_3_int.jpg,11.739984
IMG_001_4_1_4_out.jpg,10.42796
IMG_001_4_2_1_out.jpg,10.2678
IMG_001_4_2_2_int.jpg,11.04324
IMG_001_4_2_3_out.jpg,10.8425
IMG_001_4_2_4_int.jpg,10.717432
IMG_001_4_3_1_int.jpg,10.40636
IMG_001_4_3_2_out.jpg,11.15016
IMG_001_4_3_3_int.jpg,10.281232
IMG_001_4_3_4_out.jpg,11.237596
IMG_001_4_4_1_int.jpg,10.546668
IMG_001_4_4_2_out.jpg,10.75448
IMG_001_4_4_3_int.jpg,11.096152
IMG_001_4_4_4_out.jpg,11.021084
IMG_001_4_5_1_out.jpg,10.50624
IMG_001_4_5_2_int.jpg,11.111164
IMG_001_4_5_3_out.jpg,11.170652
IMG_001_4_5_4_int.jpg,10.4357
IMG_001_4_6_1_out.jpg,10.661464
IMG_001_4_6_2_int.jpg,11.317636
IMG_001_4_6_3_out.jpg,10.852712
IMG_001_4_6_4_int.jpg,10.24506
IMG_001_4_7_1_int.jpg,10.438824
IMG_001_4_7_2_out.jpg,10.852088
IMG_001_4_7_3_int.jpg,10.262672
IMG_001_4_7_4_out.jpg,11.011876
IMG_001_5_1_1_out.jpg,10.10184
IMG_001_5_1_2_int.jpg,10.206676
IMG_001_5_1_3_out.jpg,10.121204
IMG_001_5_1_4_int.jpg,11.402768
IMG_001_5_2_1_out.jpg,10.693028
IMG_001_5_2_2_int.jpg,10.624176
IMG_001_5_2_3_out.jpg,10.882692
IMG_001_5_2_4_int.jpg,10.360384
IMG_001_5_3_1_out.jpg,10.72366
IMG_001_5_3_2_int.jpg,10.636512
IMG_001_5_3_3_out.jpg,10.416748
IMG_001_5_3_4_int.jpg,11.139624
IMG_001_5_4_1_out.jpg,10.365024
IMG_001_5_4_2_int.jpg,10.665376
IMG_001_5_4_3_out.jpg,10.591528
IMG_001_5_4_4_int.jpg,11.010676
IMG_001_5_5_1_int.jpg,10.117348
IMG_001_5_5_2_out.jpg,10.987896
IMG_001_5_5_3_int.jpg,10.33944
IMG_001_5_5_4_out.jpg,10.5947
IMG_001_5_6_1_int.jpg,10.445548
IMG_001_5_6_2_out.jpg,11.045824
IMG_001_5_6_3_int.jpg,8.989464
IMG_001_5_6_4_out.jpg,10.523464
IMG_001_5_7_1_int.jpg,10.471352
IMG_001_5_7_2_out.jpg,10.37302
IMG_001_5_7_3_int.jpg,11.318508
IMG_001_5_7_4_int.jpg,10.890568
