piece,_similarity
IMG_001_1_1_1_int.jpg,9.672448
IMG_001_1_1_2_int.jpg,10.968184
IMG_001_1_1_3_out.jpg,9.373932
IMG_001_1_1_4_int.jpg,9.646016
IMG_001_1_2_1_out.jpg,9.956488
IMG_001_1_2_2_int.jpg,9.662976
IMG_001_1_2_3_out.jpg,10.2298
IMG_001_1_2_4_int.jpg,9.510672
IMG_001_1_3_1_out.jpg,9.445128
IMG_001_1_3_2_int.jpg,10.374196
IMG_001_1_3_3_out.jpg,9.748564
IMG_001_1_3_4_int.jpg,9.794476
IMG_001_1_4_2_int.jpg,10.191244
IMG_001_1_4_3_out.jpg,9.335472
IMG_001_1_4_4_int.jpg,9.481944
IMG_001_1_5_1_out.jpg,10.26892
IMG_001_1_5_2_int.jpg,0.0
IMG_001_1_5_3_out.jpg,9.682724
IMG_001_1_5_4_int.jpg,9.612464
IMG_001_1_6_1_int.jpg,9.650832
IMG_001_1_6_2_out.jpg,9.573872
IMG_001_1_6_3_int.jpg,10.15528
IMG_001_1_6_4_out.jpg,9.540232
IMG_001_1_7_1_int.jpg,8.911428
IMG_001_1_7_2_out.jpg,9.242304
IMG_001_1_7_3_int.jpg,9.066844
IMG_001_1_7_4_out.jpg,9.516744
IMG_001_2_1_1_out.jpg,9.30188
IMG_001_2_1_2_int.jpg,10.401424
IMG_001_2_1_3_out.jpg,9.463068
IMG_001_2_1_4_int.jpg,9.659176
IMG_001_2_2_1_out.jpg,10.499424
IMG_001_2_2_2_int.jpg,9.607912
IMG_001_2_2_3_out.jpg,9.27106
IMG_001_2_2_4_int.jpg,9.20384
IMG_001_2_3_1_int.jpg,9.612364
IMG_001_2_3_2_out.jpg,9.560024
IMG_001_2_3_3_int.jpg,10.6006
IMG_001_2_3_4_out.jpg,9.56994
IMG_001_2_4_1_out.jpg,9.848716
IMG_001_2_4_2_int.jpg,9.536064
IMG_001_2_4_3_out.jpg,10.02712
IMG_001_2_4_4_int.jpg,9.12026
IMG_001_2_5_1_out.jpg,9.553528
IMG_001_2_5_2_int.jpg,10.525664
IMG_001_2_5_3_out.jpg,9.754792
IMG_001_2_5_4_int.jpg,9.812032
IMG_001_2_6_1_out.jpg,9.056452
IMG_001_2_6_2_int.jpg,9.333884
IMG_001_2_6_3_out.jpg,10.28262
IMG_001_2_6_4_int.jpg,9.3825
IMG_001_2_7_1_int.jpg,10.241328
IMG_001_2_7_2_out.jpg,9.476484
IMG_001_2_7_3_int.jpg,9.895608
IMG_001_2_7_4_int.jpg,9.823248
IMG_001_3_1_1_out.jpg,9.134668
IMG_001_3_1_2_int.jpg,10.361248
IMG_001_3_1_3_out.jpg,9.310312
IMG_001_3_1_4_int.jpg,10.064944
IMG_001_3_2_1_out.jpg,8.960692
IMG_001_3_2_2_int.jpg,9.465776
IMG_001_3_2_3_out.jpg,10.540932
IMG_001_3_2_4_int.jpg,9.496412
IMG_001_3_3_1_int.jpg,9.79026
IMG_001_3_3_2_out.jpg,9.4641
IMG_001_3_3_3_int.jpg,9.504152
IMG_001_3_3_4_out.jpg,9.38626
IMG_001_3_4_1_out.jpg,9.275708
