piece,_similarity
IMG_001_1_1_1_int.jpg,9.102636
IMG_001_1_1_2_int.jpg,10.380836
IMG_001_1_1_3_out.jpg,9.20508
IMG_001_1_1_4_int.jpg,9.383804
IMG_001_1_2_1_out.jpg,9.70582
IMG_001_1_2_2_int.jpg,9.164036
IMG_001_1_2_3_out.jpg,9.4777
IMG_001_1_2_4_int.jpg,9.059604
IMG_001_1_3_1_out.jpg,8.739084
IMG_001_1_3_2_int.jpg,10.136232
IMG_001_1_3_3_out.jpg,8.635856
IMG_001_1_3_4_int.jpg,9.086432
IMG_001_1_4_2_int.jpg,9.844144
IMG_001_1_4_3_out.jpg,8.5605
IMG_001_1_4_4_int.jpg,9.186036
IMG_001_1_5_1_out.jpg,9.967204
IMG_001_1_5_2_int.jpg,9.502156
IMG_001_1_5_3_out.jpg,9.526392
IMG_001_1_5_4_int.jpg,8.914948
IMG_001_1_6_1_int.jpg,9.453164
IMG_001_1_6_2_out.jpg,8.905708
IMG_001_1_6_3_int.jpg,9.432244
IMG_001_1_6_4_out.jpg,8.820828
IMG_001_1_7_1_int.jpg,8.480072
IMG_001_1_7_2_out.jpg,9.178964
IMG_001_1_7_3_int.jpg,8.748696
IMG_001_1_7_4_out.jpg,8.924188
IMG_001_2_1_1_out.jpg,8.9145
IMG_001_2_1_2_int.jpg,10.004644
IMG_001_2_1_3_out.jpg,8.711256
IMG_001_2_1_4_int.jpg,9.161764
IMG_001_2_2_1_out.jpg,9.891108
IMG_001_2_2_2_int.jpg,8.719044
IMG_001_2_2_3_out.jpg,9.277592
IMG_001_2_2_4_int.jpg,8.854076
IMG_001_2_3_1_int.jpg,9.026824
IMG_001_2_3_2_out.jpg,9.059284
IMG_001_2_3_3_int.jpg,10.425068
IMG_001_2_3_4_out.jpg,9.08596
IMG_001_2_4_1_out.jpg,9.5356
IMG_001_2_4_2_int.jpg,8.706916
IMG_001_2_4_3_out.jpg,9.598956
IMG_001_2_4_4_int.jpg,8.851192
