piece,_similarity
IMG_001_1_1_1_int.jpg,8.929064
IMG_001_1_1_2_int.jpg,10.76032
IMG_001_1_1_3_out.jpg,9.197188
IMG_001_1_1_4_int.jpg,9.223904
IMG_001_1_2_1_out.jpg,9.59092
IMG_001_1_2_2_int.jpg,8.230976
IMG_001_1_2_3_out.jpg,8.923784
IMG_001_1_2_4_int.jpg,8.970552
IMG_001_1_3_1_out.jpg,8.673304
IMG_001_1_3_2_int.jpg,10.1231
IMG_001_1_3_3_out.jpg,8.447908
IMG_001_1_3_4_int.jpg,8.7053
IMG_001_1_4_2_int.jpg,9.502372
IMG_001_1_4_3_out.jpg,8.35212
IMG_001_1_4_4_int.jpg,9.13784
IMG_001_1_5_1_out.jpg,9.995784
IMG_001_1_5_2_int.jpg,9.573872
IMG_001_1_5_3_out.jpg,9.153572
IMG_001_1_5_4_int.jpg,8.985208
IMG_001_1_6_1_int.jpg,9.425392
IMG_001_1_6_2_out.jpg,0.0
IMG_001_1_6_3_int.jpg,9.113832
IMG_001_1_6_4_out.jpg,8.987368
IMG_001_1_7_1_int.jpg,8.5437
IMG_001_1_7_2_out.jpg,9.170736
IMG_001_1_7_3_int.jpg,7.992108
IMG_001_1_7_4_out.jpg,8.935424
IMG_001_2_1_1_out.jpg,8.886512
IMG_001_2_1_2_int.jpg,9.850832
IMG_001_2_1_3_out.jpg,8.511556
IMG_001_2_1_4_int.jpg,9.181064
IMG_001_2_2_1_out.jpg,10.010912
IMG_001_2_2_2_int.jpg,8.73756
IMG_001_2_2_3_out.jpg,9.415316
IMG_001_2_2_4_int.jpg,8.731224
IMG_001_2_3_1_int.jpg,8.843772
IMG_001_2_3_2_out.jpg,8.888504
IMG_001_2_3_3_int.jpg,10.467272
IMG_001_2_3_4_out.jpg,9.037444
IMG_001_2_4_1_out.jpg,9.521308
IMG_001_2_4_2_int.jpg,8.34232
IMG_001_2_4_3_out.jpg,9.144536
IMG_001_2_4_4_int.jpg,8.899292
IMG_001_2_5_1_out.jpg,8.689368
IMG_001_2_5_2_int.jpg,9.804008
IMG_001_2_5_3_out.jpg,8.741528
IMG_001_2_5_4_int.jpg,8.64848
IMG_001_2_6_1_out.jpg,9.334316
IMG_001_2_6_2_int.jpg,8.948372
IMG_001_2_6_3_out.jpg,9.6567
IMG_001_2_6_4_int.jpg,9.280596
IMG_001_2_7_1_int.jpg,9.762376
IMG_001_2_7_2_out.jpg,9.181636
IMG_001_2_7_3_int.jpg,9.391632
IMG_001_2_7_4_int.jpg,9.228504
IMG_001_3_1_1_out.jpg,8.825908
IMG_001_3_1_2_int.jpg,9.837312
IMG_001_3_1_3_out.jpg,8.93824
IMG_001_3_1_4_int.jpg,9.098424
IMG_001_3_2_1_out.jpg,9.469988
IMG_001_3_2_2_int.jpg,8.968248
IMG_001_3_2_3_out.jpg,9.930972
IMG_001_3_2_4_int.jpg,9.409612
IMG_001_3_3_1_int.jpg,9.811084
IMG_001_3_3_2_out.jpg,9.124812
IMG_001_3_3_3_int.jpg,9.580024
IMG_001_3_3_4_out.jpg,9.120156
IMG_001_3_4_1_out.jpg,8.815356
IMG_001_3_4_2_int.jpg,8.618296
IMG_001_3_4_3_out.jpg,9.652452
IMG_001_3_4_4_int.jpg,9.624912
IMG_001_3_5_1_int.jpg,9.88162
IMG_001_3_5_2_out.jpg,8.910176
IMG_001_3_5_3_int.jpg,9.31448
IMG_001_3_5_4_out.jpg,8.905708
IMG_001_3_6_1_int.jpg,8.707656
IMG_001_3_6_2_out.jpg,9.549936
IMG_001_3_6_3_int.jpg,8.054016
IMG_001_3_6_4_out.jpg,9.151568
IMG_001_3_7_1_int.jpg,9.701716
IMG_001_3_7_2_out.jpg,9.190812
IMG_001_3_7_3_int.jpg,8.876904
IMG_001_3_7_4_out.jpg,8.877436
IMG_001_4_1_1_int.jpg,9.664884
IMG_001_4_1_2_out.jpg,8.597436
IMG_001_4_1_3_int.jpg,8.988224
IMG_001_4_1_4_out.jpg,9.032
IMG_001_4_2_1_out.jpg,9.0572
IMG_001_4_2_2_int.jpg,9.208808
IMG_001_4_2_3_out.jpg,9.187308
IMG_001_4_2_4_int.jpg,9.712536
IMG_001_4_3_1_int.jpg,9.048816
IMG_001_4_3_2_out.jpg,10.01792
IMG_001_4_3_3_int.jpg,9.50508
IMG_001_4_3_4_out.jpg,9.123332
IMG_001_4_4_1_int.jpg,9.00882
IMG_001_4_4_2_out.jpg,9.842144
IMG_001_4_4_3_int.jpg,9.788312
IMG_001_4_4_4_out.jpg,9.648652
IMG_001_4_5_1_out.jpg,9.447472
IMG_001_4_5_2_int.jpg,9.300244
IMG_001_4_5_3_out.jpg,9.151004
IMG_001_4_5_4_int.jpg,9.60566
IMG_001_4_6_1_out.jpg,9.78144
IMG_001_4_6_2_int.jpg,9.357876
IMG_001_4_6_3_out.jpg,9.392328
IMG_001_4_6_4_int.jpg,9.394124
IMG_001_4_7_1_int.jpg,8.869064
IMG_001_4_7_2_out.jpg,9.822448
IMG_001_4_7_3_int.jpg,9.553888
IMG_001_4_7_4_out.jpg,9.32302
IMG_001_5_1_1_out.jpg,8.700192
IMG_001_5_1_2_int.jpg,10.14206
IMG_001_5_1_3_out.jpg,8.8197
