piece,_similarity
IMG_001_1_1_1_int.jpg,9.191448
IMG_001_1_1_2_int.jpg,10.50624
IMG_001_1_1_3_out.jpg,9.591764
IMG_001_1_1_4_int.jpg,9.352088
IMG_001_1_2_1_out.jpg,9.649888
IMG_001_1_2_2_int.jpg,9.585864
IMG_001_1_2_3_out.jpg,10.087744
IMG_001_1_2_4_int.jpg,8.938296
IMG_001_1_3_1_out.jpg,8.898784
IMG_001_1_3_2_int.jpg,9.991868
IMG_001_1_3_3_out.jpg,9.55302
IMG_001_1_3_4_int.jpg,9.68514
IMG_001_1_4_2_int.jpg,9.954828
IMG_001_1_4_3_out.jpg,9.152472
IMG_001_1_4_4_int.jpg,9.84744
IMG_001_1_5_1_out.jpg,10.125424
IMG_001_1_5_2_int.jpg,9.614096
IMG_001_1_5_3_out.jpg,10.073324
IMG_001_1_5_4_int.jpg,9.090336
IMG_001_1_6_1_int.jpg,8.957
IMG_001_1_6_2_out.jpg,9.447472
IMG_001_1_6_3_int.jpg,10.009984
IMG_001_1_6_4_out.jpg,8.830568
IMG_001_1_7_1_int.jpg,8.377684
IMG_001_1_7_2_out.jpg,9.002896
IMG_001_1_7_3_int.jpg,9.109052
IMG_001_1_7_4_out.jpg,9.645952
IMG_001_2_1_1_out.jpg,8.98516
IMG_001_2_1_2_int.jpg,9.942504
IMG_001_2_1_3_out.jpg,9.511908
IMG_001_2_1_4_int.jpg,9.79984
IMG_001_2_2_1_out.jpg,9.711784
IMG_001_2_2_2_int.jpg,9.726512
IMG_001_2_2_3_out.jpg,9.737908
IMG_001_2_2_4_int.jpg,9.180992
IMG_001_2_3_1_int.jpg,9.71806
IMG_001_2_3_2_out.jpg,8.73556
IMG_001_2_3_3_int.jpg,10.250328
IMG_001_2_3_4_out.jpg,9.82458
IMG_001_2_4_1_out.jpg,9.445572
IMG_001_2_4_2_int.jpg,9.305856
IMG_001_2_4_3_out.jpg,10.216608
IMG_001_2_4_4_int.jpg,9.03398
IMG_001_2_5_1_out.jpg,9.008208
IMG_001_2_5_2_int.jpg,10.085856
IMG_001_2_5_3_out.jpg,9.396216
IMG_001_2_5_4_int.jpg,9.830408
IMG_001_2_6_1_out.jpg,9.023588
IMG_001_2_6_2_int.jpg,9.076956
IMG_001_2_6_3_out.jpg,9.869948
IMG_001_2_6_4_int.jpg,8.555748
IMG_001_2_7_1_int.jpg,9.723152
IMG_001_2_7_2_out.jpg,9.21818
IMG_001_2_7_3_int.jpg,10.31184
IMG_001_2_7_4_int.jpg,9.447984
IMG_001_3_1_1_out.jpg,8.680572
IMG_001_3_1_2_int.jpg,10.087192
IMG_001_3_1_3_out.jpg,9.52256
IMG_001_3_1_4_int.jpg,10.17536
IMG_001_3_2_1_out.jpg,9.423108
IMG_001_3_2_2_int.jpg,9.28336
IMG_001_3_2_3_out.jpg,9.834212
IMG_001_3_2_4_int.jpg,8.92886
IMG_001_3_3_1_int.jpg,9.503308
IMG_001_3_3_2_out.jpg,9.434716
IMG_001_3_3_3_int.jpg,10.283776
IMG_001_3_3_4_out.jpg,9.332012
IMG_001_3_4_1_out.jpg,9.46462
IMG_001_3_4_2_int.jpg,9.193168
IMG_001_3_4_3_out.jpg,10.19122
IMG_001_3_4_4_int.jpg,9.15704
IMG_001_3_5_1_int.jpg,9.67282
IMG_001_3_5_2_out.jpg,9.486992
IMG_001_3_5_3_int.jpg,9.839968
IMG_001_3_5_4_out.jpg,9.217716
IMG_001_3_6_1_int.jpg,8.860032
IMG_001_3_6_2_out.jpg,9.895792
IMG_001_3_6_3_int.jpg,9.31344
IMG_001_3_6_4_out.jpg,9.742392
IMG_001_3_7_1_int.jpg,9.469836
IMG_001_3_7_2_out.jpg,9.199972
IMG_001_3_7_3_int.jpg,10.024424
IMG_001_3_7_4_out.jpg,8.832724
IMG_001_4_1_1_int.jpg,9.607476
IMG_001_4_1_2_out.jpg,9.480532
IMG_001_4_1_3_int.jpg,10.301376
IMG_001_4_1_4_out.jpg,8.940872
IMG_001_4_2_1_out.jpg,8.780464
IMG_001_4_2_2_int.jpg,9.756
IMG_001_4_2_3_out.jpg,9.454828
