piece,_similarity
IMG_001_1_1_1_int.jpg,9.035384
IMG_001_1_1_2_int.jpg,10.40636
IMG_001_1_1_3_out.jpg,9.12274
IMG_001_1_1_4_int.jpg,9.30324
IMG_001_1_2_1_out.jpg,9.26772
IMG_001_1_2_2_int.jpg,9.217184
IMG_001_1_2_3_out.jpg,9.616056
IMG_001_1_2_4_int.jpg,8.913168
IMG_001_1_3_1_out.jpg,8.830928
IMG_001_1_3_2_int.jpg,9.82838
IMG_001_1_3_3_out.jpg,9.181068
IMG_001_1_3_4_int.jpg,9.325156
IMG_001_1_4_2_int.jpg,9.955132
IMG_001_1_4_3_out.jpg,8.694728
IMG_001_1_4_4_int.jpg,9.162952
IMG_001_1_5_1_out.jpg,10.19144
IMG_001_1_5_2_int.jpg,8.948824
IMG_001_1_5_3_out.jpg,9.52766
IMG_001_1_5_4_int.jpg,9.014432
IMG_001_1_6_1_int.jpg,9.24504
IMG_001_1_6_2_out.jpg,9.048816
IMG_001_1_6_3_int.jpg,9.47748
IMG_001_1_6_4_out.jpg,9.058664
IMG_001_1_7_1_int.jpg,8.35462
IMG_001_1_7_2_out.jpg,8.823592
IMG_001_1_7_3_int.jpg,8.747084
IMG_001_1_7_4_out.jpg,9.018264
IMG_001_2_1_1_out.jpg,8.655368
IMG_001_2_1_2_int.jpg,10.041192
IMG_001_2_1_3_out.jpg,8.773708
IMG_001_2_1_4_int.jpg,9.33792
IMG_001_2_2_1_out.jpg,9.4572
IMG_001_2_2_2_int.jpg,9.143992
IMG_001_2_2_3_out.jpg,9.123252
IMG_001_2_2_4_int.jpg,8.803272
IMG_001_2_3_1_int.jpg,9.1205
IMG_001_2_3_2_out.jpg,9.033824
IMG_001_2_3_3_int.jpg,9.981792
IMG_001_2_3_4_out.jpg,9.303412
IMG_001_2_4_1_out.jpg,9.241212
IMG_001_2_4_2_int.jpg,8.893592
IMG_001_2_4_3_out.jpg,9.628632
IMG_001_2_4_4_int.jpg,8.759572
IMG_001_2_5_1_out.jpg,8.957048
IMG_001_2_5_2_int.jpg,9.995152
IMG_001_2_5_3_out.jpg,9.11336
IMG_001_2_5_4_int.jpg,9.283208
IMG_001_2_6_1_out.jpg,8.578988
IMG_001_2_6_2_int.jpg,8.895828
IMG_001_2_6_3_out.jpg,9.898268
IMG_001_2_6_4_int.jpg,8.642756
IMG_001_2_7_1_int.jpg,9.63996
IMG_001_2_7_2_out.jpg,9.160188
IMG_001_2_7_3_int.jpg,9.508928
IMG_001_2_7_4_int.jpg,9.171688
IMG_001_3_1_1_out.jpg,8.544236
IMG_001_3_1_2_int.jpg,9.93656
IMG_001_3_1_3_out.jpg,8.821768
IMG_001_3_1_4_int.jpg,9.732672
IMG_001_3_2_1_out.jpg,8.77638
IMG_001_3_2_2_int.jpg,8.750528
IMG_001_3_2_3_out.jpg,10.039148
IMG_001_3_2_4_int.jpg,8.609308
IMG_001_3_3_1_int.jpg,9.471972
IMG_001_3_3_2_out.jpg,8.99482
IMG_001_3_3_3_int.jpg,9.579008
IMG_001_3_3_4_out.jpg,8.856748
IMG_001_3_4_1_out.jpg,8.573844
IMG_001_3_4_2_int.jpg,8.8446
IMG_001_3_4_3_out.jpg,9.941348
IMG_001_3_4_4_int.jpg,8.492072
IMG_001_3_5_1_int.jpg,9.557532
IMG_001_3_5_2_out.jpg,8.848936
IMG_001_3_5_3_int.jpg,9.133816
IMG_001_3_5_4_out.jpg,8.998268
IMG_001_3_6_1_int.jpg,8.60592
IMG_001_3_6_2_out.jpg,9.562128
IMG_001_3_6_3_int.jpg,8.977968
IMG_001_3_6_4_out.jpg,9.039432
IMG_001_3_7_1_int.jpg,9.375572
IMG_001_3_7_2_out.jpg,8.632444
IMG_001_3_7_3_int.jpg,9.278392
IMG_001_3_7_4_out.jpg,8.76778
IMG_001_4_1_1_int.jpg,9.36534
IMG_001_4_1_2_out.jpg,8.989668
IMG_001_4_1_3_int.jpg,9.980952
IMG_001_4_1_4_out.jpg,9.045976
IMG_001_4_2_1_out.jpg,8.550104
IMG_001_4_2_2_int.jpg,9.483936
IMG_001_4_2_3_out.jpg,9.0159
IMG_001_4_2_4_int.jpg,9.183416
IMG_001_4_3_1_int.jpg,0.0
IMG_001_4_3_2_out.jpg,9.688088
IMG_001_4_3_3_int.jpg,9.002848
IMG_001_4_3_4_out.jpg,9.664468
IMG_001_4_4_1_int.jpg,8.630476
IMG_001_4_4_2_out.jpg,9.414048
IMG_001_4_4_3_int.jpg,9.757856
IMG_001_4_4_4_out.jpg,8.973092
IMG_001_4_5_1_out.jpg,8.88596
IMG_001_4_5_2_int.jpg,8.724148
IMG_001_4_5_3_out.jpg,9.16874
IMG_001_4_5_4_int.jpg,9.262172
IMG_001_4_6_1_out.jpg,9.1754
IMG_001_4_6_2_int.jpg,9.156516
IMG_001_4_6_3_out.jpg,8.96824
IMG_001_4_6_4_int.jpg,9.073652
IMG_001_4_7_1_int.jpg,8.500512
IMG_001_4_7_2_out.jpg,9.633632
IMG_001_4_7_3_int.jpg,8.915192
IMG_001_4_7_4_out.jpg,9.269716
IMG_001_5_1_1_out.jpg,8.5702
IMG_001_5_1_2_int.jpg,9.675084
IMG_001_5_1_3_out.jpg,8.785684
IMG_001_5_1_4_int.jpg,9.477744
IMG_001_5_2_1_out.jpg,8.982836
IMG_001_5_2_2_int.jpg,8.721456
IMG_001_5_2_3_out.jpg,9.76566
IMG_001_5_2_4_int.jpg,8.58104
IMG_001_5_3_1_out.jpg,9.04526
IMG_001_5_3_2_int.jpg,9.014608
IMG_001_5_3_3_out.jpg,8.980964
IMG_001_5_3_4_int.jpg,9.300096
IMG_001_5_4_1_out.jpg,8.05008
IMG_001_5_4_2_int.jpg,9.66604
IMG_001_5_4_3_out.jpg,9.4518
IMG_001_5_4_4_int.jpg,9.739764
IMG_001_5_5_1_int.jpg,8.734532
IMG_001_5_5_2_out.jpg,9.37316
IMG_001_5_5_3_int.jpg,8.339728
IMG_001_5_5_4_out.jpg,9.493676
IMG_001_5_6_1_int.jpg,8.6675
IMG_001_5_6_2_out.jpg,9.778184
IMG_001_5_6_3_int.jpg,8.691928
IMG_001_5_6_4_out.jpg,8.425768
IMG_001_5_7_1_int.jpg,8.820872
IMG_001_5_7_2_out.jpg,8.974876
IMG_001_5_7_3_int.jpg,9.584324
IMG_001_5_7_4_int.jpg,9.112216
