side1,similarity1,side2,similarity2,side3,similarity3,side4,similarity4
Page_0001_5_7,None,Page_0001_5_7,None,Page_0001_5_7,None,Page_0001_5_7,None
Page_0001_5_6,None,Page_0001_5_6,None,Page_0001_5_6,None,Page_0001_5_6,None
Page_0001_5_5,None,Page_0001_5_5,None,Page_0001_5_5,None,Page_0001_5_5,None
Page_0001_5_3,None,Page_0001_5_3,None,Page_0001_5_3,None,Page_0001_5_3,None
Page_0001_5_2,None,Page_0001_5_2,None,Page_0001_5_2,None,Page_0001_5_2,None
Page_0001_5_1,None,Page_0001_5_1,None,Page_0001_5_1,None,Page_0001_5_1,None
Page_0001_4_7,None,Page_0001_4_7,None,Page_0001_4_7,None,Page_0001_4_7,None
Page_0001_4_6,None,Page_0001_4_6,None,Page_0001_4_6,None,Page_0001_4_6,None
Page_0001_4_5,None,Page_0001_4_5,None,Page_0001_4_5,None,Page_0001_4_5,None
Page_0001_4_4,None,Page_0001_4_4,None,Page_0001_4_4,None,Page_0001_4_4,None
Page_0001_4_3,None,Page_0001_4_3,None,Page_0001_4_3,None,Page_0001_4_3,None
Page_0001_4_2,None,Page_0001_4_2,None,Page_0001_4_2,None,Page_0001_4_2,None
Page_0001_4_1,None,Page_0001_4_1,None,Page_0001_4_1,None,Page_0001_4_1,None
Page_0001_3_7,None,Page_0001_3_7,None,Page_0001_3_7,None,Page_0001_3_7,None
Page_0001_3_6,None,Page_0001_3_6,None,Page_0001_3_6,None,Page_0001_3_6,None
Page_0001_3_5,None,Page_0001_3_5,None,Page_0001_3_5,None,Page_0001_3_5,None
Page_0001_3_4,None,Page_0001_3_4,None,Page_0001_3_4,None,Page_0001_3_4,None
Page_0001_3_3,None,Page_0001_3_3,None,Page_0001_3_3,None,Page_0001_3_3,None
Page_0001_3_2,None,Page_0001_3_2,None,Page_0001_3_2,None,Page_0001_3_2,None
Page_0001_3_1,None,Page_0001_3_1,None,Page_0001_3_1,None,Page_0001_3_1,None
Page_0001_2_7,None,Page_0001_2_7,None,Page_0001_2_7,None,Page_0001_2_7,None
Page_0001_2_6,None,Page_0001_2_6,None,Page_0001_2_6,None,Page_0001_2_6,None
Page_0001_2_5,None,Page_0001_2_5,None,Page_0001_2_5,None,Page_0001_2_5,None
Page_0001_2_4,None,Page_0001_2_4,None,Page_0001_2_4,None,Page_0001_2_4,None
Page_0001_2_3,None,Page_0001_2_3,None,Page_0001_2_3,None,Page_0001_2_3,None
Page_0001_2_2,None,Page_0001_2_2,None,Page_0001_2_2,None,Page_0001_2_2,None
Page_0001_2_1,None,Page_0001_2_1,None,Page_0001_2_1,None,Page_0001_2_1,None
Page_0001_1_7,None,Page_0001_1_7,None,Page_0001_1_7,None,Page_0001_1_7,None
Page_0001_1_6,None,Page_0001_1_6,None,Page_0001_1_6,None,Page_0001_1_6,None
Page_0001_1_5,None,Page_0001_1_5,None,Page_0001_1_5,None,Page_0001_1_5,None
Page_0001_1_4,None,Page_0001_1_4,None,Page_0001_1_4,None,Page_0001_1_4,None
Page_0001_1_3,None,Page_0001_1_3,None,Page_0001_1_3,None,Page_0001_1_3,None
Page_0001_1_2,None,Page_0001_1_2,None,Page_0001_1_2,None,Page_0001_1_2,None
Page_0001_1_1,None,Page_0001_1_1,None,Page_0001_1_1,None,Page_0001_1_1,None
